student_id,student_name,age,gender,previous_grades,attendance_percentage,study_hours_per_week,assignments_submitted,exam_scores,student_success
718,Isha Das,20.0,Male,59.0,99.0,29.0,19.0,57.0,0
719,Pari Khanna,24.0,,,67.0,,0.0,74.0,0
720,Riya Sharma,20.0,Female,89.0,53.0,10.0,16.0,40.0,0
721,Diya Gupta,18.0,Male,53.0,66.0,34.0,11.0,60.0,0
722,Sai Nair,19.0,Female,89.0,63.0,22.0,9.0,41.0,0
723,Rohan Malhotra,20.0,Male,67.0,63.0,16.0,4.0,80.0,0
724,Aarav Das,17.0,Male,85.0,62.0,0.0,17.0,73.0,0
725,Diya Das,17.0,Female,91.0,56.0,14.0,14.0,79.0,0
726,Aryan Nair,21.0,Female,92.0,93.0,31.0,5.0,46.0,1
727,Myra Sharma,19.0,Female,63.0,64.0,8.0,6.0,64.0,0
728,Aditya Nair,19.0,Female,54.0,68.0,14.0,16.0,,0
729,Rohan Singh,21.0,Female,61.0,92.0,27.0,5.0,58.0,1
730,Myra Mishra,20.0,Female,69.0,96.0,23.0,7.0,80.0,1
731,Pihu Sharma,19.0,Female,43.0,93.0,34.0,11.0,93.0,0
732,Aditya Gupta,17.0,Male,52.0,84.0,21.0,13.0,33.0,0
733,Saanvi Mehta,17.0,Male,98.0,66.0,26.0,11.0,,0
734,Isha Malhotra,24.0,Male,62.0,84.0,18.0,9.0,45.0,1
735,Pari Nair,18.0,Male,47.0,68.0,11.0,19.0,92.0,0
736,Krishna Khanna,19.0,Male,57.0,69.0,19.0,14.0,82.0,0
737,Isha Das,,,,85.0,0.0,6.0,46.0,0
738,Krishna Bose,21.0,Male,94.0,84.0,20.0,8.0,69.0,1
739,Myra Sharma,21.0,Male,70.0,81.0,0.0,9.0,42.0,0
740,Rohan Verma,20.0,Male,53.0,97.0,9.0,9.0,81.0,0
741,Myra Malhotra,23.0,Male,73.0,93.0,31.0,15.0,87.0,1
742,Pihu Khanna,22.0,Male,57.0,89.0,38.0,6.0,66.0,0
743,Aarav Malhotra,18.0,Male,95.0,73.0,21.0,4.0,90.0,1
744,Rohan Gupta,21.0,Male,73.0,66.0,17.0,2.0,63.0,0
745,Vivaan Gupta,19.0,Female,50.0,56.0,31.0,17.0,99.0,0
746,Krishna Reddy,18.0,Female,80.0,92.0,26.0,10.0,46.0,1
747,Saanvi Patel,19.0,Male,51.0,99.0,27.0,14.0,49.0,0
748,Riya Verma,23.0,Female,88.0,50.0,17.0,,88.0,0
749,Ishaan Kumar,17.0,Female,54.0,84.0,38.0,4.0,,0
750,Pari Verma,18.0,Female,96.0,81.0,28.0,11.0,62.0,1
751,Aadhya Nair,24.0,Female,70.0,85.0,,3.0,46.0,1
752,Pihu Mishra,21.0,Male,88.0,62.0,7.0,14.0,86.0,0
753,Riya Nair,18.0,Female,97.0,55.0,30.0,8.0,30.0,0
754,Arjun Mishra,18.0,Female,68.0,63.0,33.0,6.0,42.0,0
755,Pihu Patel,18.0,Female,65.0,86.0,6.0,9.0,56.0,0
756,Arjun Gupta,22.0,Male,57.0,97.0,35.0,12.0,99.0,0
757,Aadhya Kumar,18.0,Male,71.0,64.0,17.0,7.0,88.0,0
758,Ira Malhotra,19.0,Male,61.0,96.0,37.0,11.0,35.0,1
759,Vihaan Mehta,17.0,Male,77.0,53.0,8.0,18.0,52.0,0
760,Riya Choudhary,23.0,Male,56.0,89.0,8.0,0.0,39.0,0
761,Diya Bose,20.0,Male,62.0,65.0,7.0,15.0,80.0,0
762,Myra Kumar,,Male,63.0,77.0,34.0,16.0,48.0,1
763,Ananya Choudhary,21.0,Female,89.0,65.0,17.0,17.0,80.0,0
764,Myra Reddy,18.0,Female,47.0,53.0,4.0,10.0,97.0,0
765,Riya Chopra,21.0,Female,80.0,94.0,13.0,17.0,71.0,1
766,Pihu Bansal,19.0,Male,45.0,75.0,27.0,6.0,86.0,0
767,Sai Mehta,21.0,Male,44.0,77.0,29.0,17.0,97.0,0
768,Pihu Kapoor,24.0,Male,83.0,81.0,3.0,7.0,67.0,0
769,Krishna Kumar,20.0,Male,96.0,94.0,38.0,,91.0,1
770,Aditya Chopra,17.0,Male,68.0,51.0,19.0,6.0,36.0,0
771,Riya Chopra,21.0,Female,67.0,80.0,24.0,9.0,79.0,1
772,Pari Bansal,21.0,Female,50.0,52.0,27.0,10.0,81.0,0
773,Aarav Kapoor,17.0,Male,96.0,57.0,11.0,12.0,55.0,0
774,Myra Kumar,20.0,Male,40.0,73.0,1.0,8.0,55.0,0
775,Ira Das,18.0,Male,82.0,64.0,13.0,6.0,,0
776,Saanvi Malhotra,21.0,Male,58.0,92.0,21.0,8.0,38.0,0
777,Rohan Mehta,17.0,Female,48.0,80.0,,12.0,90.0,0
778,Sai Khanna,24.0,Male,66.0,58.0,22.0,2.0,49.0,0
779,Aryan Bose,24.0,Male,73.0,88.0,19.0,2.0,79.0,1
780,Myra Gupta,19.0,Male,83.0,94.0,37.0,0.0,51.0,1
781,Aditya Malhotra,17.0,Male,43.0,51.0,3.0,19.0,42.0,0
782,Riya Nair,19.0,Female,75.0,57.0,14.0,1.0,41.0,0
783,Ananya Choudhary,24.0,Male,57.0,56.0,23.0,2.0,39.0,0
784,Saanvi Saxena,20.0,Male,54.0,93.0,,14.0,94.0,0
785,Ananya Saxena,18.0,Female,90.0,88.0,0.0,5.0,59.0,0
786,Riya Verma,17.0,Female,52.0,91.0,6.0,12.0,37.0,0
787,Diya Das,23.0,Female,58.0,65.0,30.0,0.0,50.0,0
788,Myra Sharma,24.0,Male,88.0,84.0,11.0,19.0,51.0,1
789,Vihaan Agarwal,24.0,Male,45.0,79.0,4.0,18.0,47.0,0
790,Pari Kapoor,23.0,Female,87.0,59.0,37.0,0.0,95.0,0
791,Krishna Singh,22.0,Female,95.0,87.0,11.0,1.0,77.0,1
792,Pari Kumar,24.0,Female,51.0,,38.0,14.0,73.0,0
793,Ira Kumar,21.0,Female,90.0,99.0,17.0,13.0,38.0,1
794,Arjun Malhotra,20.0,Female,76.0,54.0,1.0,18.0,96.0,0
795,Ira Gupta,17.0,Female,56.0,78.0,9.0,10.0,83.0,0
796,Rohan Kapoor,23.0,Male,97.0,88.0,14.0,14.0,55.0,1
797,Aditya Saxena,21.0,Male,62.0,83.0,29.0,5.0,55.0,1
798,Ananya Chopra,23.0,Male,65.0,92.0,16.0,19.0,63.0,1
799,Pihu Das,17.0,Female,68.0,94.0,3.0,8.0,37.0,0
800,Arjun Gupta,19.0,Female,72.0,72.0,6.0,4.0,39.0,0
801,Pihu Kumar,17.0,Female,99.0,54.0,30.0,19.0,77.0,0
802,Ira Malhotra,22.0,Female,66.0,,38.0,1.0,84.0,1
803,Aryan Singh,17.0,Female,64.0,55.0,33.0,5.0,83.0,0
804,Riya Nair,17.0,Female,95.0,95.0,5.0,17.0,69.0,0
805,Krishna Agarwal,22.0,Male,94.0,93.0,37.0,18.0,44.0,1
806,Isha Sharma,20.0,Male,49.0,53.0,33.0,8.0,47.0,0
807,Krishna Nair,24.0,Female,86.0,78.0,14.0,5.0,52.0,1
808,Aryan Choudhary,17.0,Male,62.0,72.0,13.0,,91.0,1
809,Riya Reddy,22.0,,,55.0,5.0,12.0,75.0,0
810,Ira Agarwal,21.0,Male,60.0,81.0,36.0,10.0,68.0,0
811,Riya Agarwal,19.0,Female,82.0,91.0,31.0,11.0,44.0,1
812,Pari Bansal,19.0,Female,52.0,67.0,2.0,18.0,82.0,0
813,Pihu Mishra,17.0,Male,76.0,64.0,2.0,18.0,93.0,0
814,Ishaan Singh,20.0,Male,72.0,89.0,21.0,18.0,92.0,1
815,Isha Choudhary,20.0,Female,63.0,81.0,21.0,12.0,45.0,1
816,Isha Reddy,21.0,Female,83.0,58.0,9.0,13.0,99.0,0
817,Arjun Choudhary,17.0,Male,50.0,86.0,2.0,17.0,95.0,0
818,Aryan Reddy,19.0,Male,56.0,59.0,11.0,11.0,42.0,0
819,Diya Reddy,20.0,Female,43.0,69.0,28.0,3.0,,0
820,Aryan Verma,17.0,Male,86.0,55.0,16.0,9.0,38.0,0
821,Pari Singh,23.0,Female,64.0,97.0,6.0,16.0,92.0,0
822,Arjun Reddy,20.0,Female,69.0,52.0,12.0,3.0,63.0,0
823,Pihu Agarwal,22.0,Female,48.0,91.0,1.0,11.0,58.0,0
824,Saanvi Mehta,23.0,Female,60.0,60.0,3.0,12.0,66.0,0
825,Isha Mehta,24.0,Male,59.0,,9.0,3.0,72.0,0
826,Saanvi Gupta,20.0,Male,58.0,66.0,38.0,9.0,93.0,0
827,Krishna Verma,19.0,Male,58.0,81.0,,2.0,53.0,0
828,Ananya Kumar,18.0,Male,51.0,53.0,16.0,14.0,63.0,0
829,Isha Agarwal,23.0,Male,76.0,53.0,5.0,1.0,77.0,0
830,Arjun Choudhary,24.0,Male,81.0,66.0,18.0,16.0,41.0,0
831,Aadhya Bansal,21.0,Male,56.0,90.0,4.0,5.0,52.0,0
832,Krishna Gupta,21.0,Female,76.0,68.0,31.0,7.0,42.0,0
833,Arjun Das,19.0,Male,93.0,54.0,9.0,2.0,74.0,0
834,Diya Patel,20.0,Male,87.0,81.0,8.0,17.0,94.0,0
835,Vivaan Bansal,17.0,Female,78.0,71.0,26.0,0.0,76.0,1
836,Myra Choudhary,20.0,Male,67.0,55.0,12.0,15.0,87.0,0
837,Aarav Bose,19.0,Male,80.0,84.0,18.0,6.0,,1
838,Arjun Choudhary,21.0,,,71.0,20.0,2.0,34.0,1
839,Krishna Mehta,20.0,Male,86.0,,23.0,3.0,89.0,0
840,Aarav Nair,21.0,Male,87.0,69.0,37.0,8.0,50.0,0
841,Arjun Nair,,Male,57.0,71.0,3.0,4.0,53.0,0
842,Vivaan Nair,24.0,Female,53.0,97.0,23.0,18.0,,0
843,Aditya Nair,17.0,Male,74.0,60.0,34.0,14.0,50.0,0
844,Diya Mehta,23.0,Male,83.0,62.0,2.0,7.0,83.0,0
845,Vivaan Chopra,21.0,Female,80.0,91.0,3.0,5.0,39.0,0
846,Ishaan Singh,21.0,Male,99.0,52.0,36.0,17.0,53.0,0
847,Pari Bose,18.0,Female,46.0,,39.0,18.0,89.0,0
848,Myra Verma,18.0,Female,80.0,61.0,,14.0,86.0,0
849,Vivaan Mehta,23.0,Male,52.0,,30.0,6.0,52.0,0
850,Rohan Sharma,22.0,Female,57.0,63.0,24.0,9.0,51.0,0
851,Aadhya Sharma,23.0,Female,76.0,82.0,39.0,5.0,97.0,1
852,Ishaan Bansal,18.0,Male,52.0,67.0,12.0,13.0,63.0,0
853,Pari Patel,21.0,,,98.0,3.0,16.0,99.0,0
854,Vihaan Bansal,19.0,Female,70.0,90.0,13.0,8.0,57.0,1
855,Aarav Choudhary,23.0,Male,41.0,58.0,12.0,18.0,68.0,0
856,Saanvi Saxena,21.0,Male,55.0,72.0,26.0,4.0,71.0,0
857,Diya Verma,19.0,Male,48.0,59.0,,6.0,52.0,0
858,Aarav Reddy,,Female,48.0,68.0,16.0,18.0,99.0,0
859,Ira Verma,18.0,Male,77.0,96.0,35.0,19.0,31.0,1
860,Pihu Choudhary,23.0,Female,50.0,54.0,,6.0,53.0,0
861,Krishna Bose,20.0,Female,93.0,96.0,34.0,1.0,46.0,1
862,Isha Chopra,17.0,Female,95.0,72.0,16.0,15.0,94.0,1
863,Aditya Sharma,18.0,,,79.0,1.0,,99.0,0
864,Aadhya Choudhary,18.0,Female,72.0,74.0,12.0,7.0,98.0,1
865,Vihaan Kapoor,20.0,Female,75.0,77.0,1.0,5.0,89.0,0
866,Vivaan Kapoor,17.0,Female,84.0,83.0,27.0,5.0,79.0,1
867,Ishaan Nair,21.0,Male,62.0,94.0,25.0,8.0,41.0,1
868,Pihu Mehta,22.0,Male,84.0,97.0,21.0,3.0,76.0,1
869,Aditya Kumar,23.0,Female,84.0,96.0,2.0,10.0,96.0,0
870,Aditya Patel,22.0,Female,73.0,74.0,34.0,4.0,94.0,1
871,Ananya Agarwal,21.0,Male,48.0,59.0,11.0,16.0,56.0,0
872,Vihaan Das,24.0,Female,63.0,63.0,23.0,19.0,77.0,0
873,Saanvi Malhotra,18.0,Male,47.0,91.0,4.0,6.0,91.0,0
874,Pari Malhotra,17.0,Male,46.0,,19.0,14.0,73.0,0
875,Vivaan Sharma,18.0,Male,75.0,79.0,38.0,14.0,48.0,1
876,Sai Reddy,19.0,Female,57.0,90.0,,13.0,88.0,0
877,Aarav Malhotra,18.0,Female,42.0,74.0,12.0,12.0,37.0,0
878,Aryan Gupta,18.0,Male,67.0,63.0,11.0,10.0,84.0,0
879,Riya Mishra,21.0,,,84.0,12.0,12.0,76.0,0
880,Arjun Bose,21.0,Male,83.0,97.0,9.0,8.0,31.0,0
881,Rohan Verma,21.0,Male,83.0,83.0,32.0,9.0,68.0,1
882,Ishaan Mehta,22.0,Male,60.0,59.0,39.0,3.0,74.0,0
883,Aarav Saxena,19.0,Female,67.0,84.0,15.0,16.0,61.0,1
884,Ishaan Khanna,24.0,Male,79.0,60.0,34.0,13.0,94.0,0
885,Aadhya Mehta,24.0,Female,93.0,60.0,2.0,17.0,67.0,0
886,Saanvi Mishra,21.0,Male,93.0,70.0,4.0,10.0,40.0,0
887,Aarav Gupta,17.0,Female,40.0,70.0,25.0,15.0,39.0,0
888,Aryan Gupta,22.0,Female,75.0,71.0,10.0,0.0,88.0,0
889,Aadhya Malhotra,20.0,Female,60.0,94.0,6.0,6.0,84.0,0
890,Aadhya Das,17.0,Female,99.0,56.0,9.0,9.0,49.0,0
891,Saanvi Malhotra,23.0,Female,82.0,66.0,,8.0,46.0,0
892,Pihu Saxena,23.0,Female,74.0,51.0,2.0,2.0,97.0,0
893,Aadhya Choudhary,17.0,Male,52.0,61.0,,13.0,34.0,0
894,Pari Reddy,21.0,Female,96.0,91.0,30.0,14.0,89.0,1
895,Pari Bansal,20.0,Male,88.0,67.0,10.0,1.0,52.0,0
896,Rohan Saxena,20.0,Female,93.0,60.0,6.0,13.0,75.0,0
897,Riya Sharma,22.0,Female,93.0,65.0,1.0,15.0,81.0,0
898,Ananya Patel,20.0,Male,49.0,98.0,5.0,,,0
899,Aarav Mishra,23.0,Female,92.0,67.0,31.0,3.0,75.0,0
900,Pihu Mishra,19.0,Male,83.0,84.0,19.0,17.0,57.0,1
901,Krishna Singh,,Male,86.0,,33.0,4.0,72.0,1
902,Myra Sharma,20.0,Male,92.0,65.0,15.0,5.0,55.0,0
903,Isha Choudhary,,Male,49.0,,24.0,6.0,84.0,0
904,Diya Sharma,23.0,Female,85.0,93.0,11.0,14.0,77.0,1
905,Diya Gupta,19.0,,,92.0,6.0,0.0,58.0,0
906,Riya Bansal,18.0,Male,76.0,96.0,38.0,3.0,56.0,1
907,Ananya Choudhary,18.0,Female,77.0,96.0,16.0,0.0,47.0,1
908,Aryan Kapoor,19.0,Female,63.0,97.0,10.0,10.0,89.0,0
909,Arjun Khanna,23.0,Male,41.0,91.0,5.0,17.0,98.0,0
910,Krishna Mehta,22.0,Female,61.0,61.0,22.0,13.0,50.0,0
911,Aadhya Bose,19.0,Male,56.0,62.0,26.0,10.0,53.0,0
912,Pihu Bose,21.0,Male,75.0,53.0,5.0,9.0,32.0,0
913,Rohan Gupta,21.0,Female,53.0,88.0,37.0,16.0,91.0,0
914,Aarav Agarwal,18.0,Female,49.0,51.0,1.0,3.0,31.0,0
915,Vivaan Malhotra,20.0,Female,74.0,75.0,21.0,14.0,95.0,1
916,Aryan Saxena,22.0,Male,64.0,76.0,19.0,15.0,,1
917,Saanvi Malhotra,18.0,Male,42.0,76.0,24.0,12.0,63.0,0
918,Pari Choudhary,20.0,Female,86.0,64.0,14.0,8.0,71.0,0
919,Vivaan Reddy,,Female,77.0,57.0,28.0,10.0,49.0,0
920,Arjun Nair,24.0,Female,56.0,56.0,7.0,10.0,97.0,0
921,Sai Das,,Female,51.0,96.0,36.0,5.0,74.0,0
922,Aryan Agarwal,23.0,Male,93.0,95.0,32.0,0.0,71.0,1
923,Aarav Mehta,17.0,Female,91.0,89.0,21.0,,76.0,1
924,Krishna Agarwal,23.0,Male,63.0,61.0,4.0,12.0,34.0,0
925,Aditya Agarwal,17.0,Male,68.0,62.0,38.0,,78.0,0
926,Aditya Verma,,Female,82.0,92.0,17.0,14.0,66.0,1
927,Sai Gupta,21.0,Female,64.0,,37.0,17.0,63.0,0
928,Rohan Chopra,20.0,Female,75.0,66.0,36.0,19.0,99.0,0
929,Ishaan Choudhary,22.0,Male,97.0,85.0,29.0,13.0,47.0,1
930,Ira Patel,17.0,Female,99.0,70.0,30.0,14.0,48.0,0
931,Saanvi Sharma,23.0,Female,65.0,57.0,9.0,4.0,69.0,0
932,Saanvi Gupta,,Male,77.0,54.0,14.0,,46.0,0
933,Saanvi Bansal,17.0,Female,40.0,75.0,,1.0,89.0,0
934,Aryan Kapoor,17.0,Male,59.0,65.0,22.0,6.0,71.0,0
935,Diya Nair,24.0,Female,94.0,85.0,32.0,9.0,94.0,1
936,Arjun Chopra,17.0,Male,67.0,77.0,15.0,15.0,82.0,1
937,Pihu Khanna,22.0,Female,55.0,78.0,37.0,9.0,36.0,0
938,Vihaan Das,21.0,Female,86.0,96.0,34.0,17.0,34.0,1
939,Ishaan Mishra,22.0,Male,56.0,61.0,33.0,16.0,53.0,0
940,Riya Chopra,18.0,Male,79.0,86.0,27.0,12.0,57.0,1
941,Vihaan Das,20.0,Female,67.0,79.0,1.0,0.0,91.0,0
942,Ananya Kapoor,21.0,Male,97.0,72.0,29.0,0.0,46.0,1
943,Aarav Saxena,24.0,Male,51.0,65.0,12.0,14.0,49.0,0
944,Aadhya Gupta,21.0,Male,66.0,63.0,15.0,0.0,32.0,0
945,Isha Bansal,21.0,Male,93.0,59.0,4.0,5.0,66.0,0
946,Aadhya Khanna,23.0,Female,92.0,56.0,27.0,12.0,44.0,0
947,Ananya Kumar,21.0,Female,81.0,94.0,38.0,0.0,80.0,1
948,Aryan Khanna,24.0,,,86.0,19.0,4.0,77.0,1
949,Aadhya Choudhary,22.0,Male,86.0,78.0,23.0,8.0,37.0,1
950,Pihu Das,21.0,Male,69.0,,26.0,16.0,42.0,0
951,Aarav Malhotra,19.0,Male,80.0,64.0,29.0,,77.0,0
952,Saanvi Singh,20.0,Female,73.0,85.0,26.0,7.0,32.0,1
953,Ananya Khanna,21.0,Female,76.0,96.0,25.0,16.0,94.0,1
954,Pihu Choudhary,20.0,Male,45.0,95.0,6.0,14.0,60.0,0
955,Riya Chopra,19.0,Male,46.0,68.0,37.0,0.0,55.0,0
956,Sai Nair,19.0,Male,71.0,62.0,4.0,11.0,85.0,0
957,Rohan Das,20.0,Female,71.0,91.0,22.0,4.0,63.0,1
958,Aarav Das,17.0,Male,92.0,70.0,,5.0,,0
959,Vihaan Choudhary,18.0,Female,64.0,86.0,33.0,,91.0,1
960,Riya Das,23.0,Male,72.0,76.0,14.0,0.0,42.0,1
961,Aditya Patel,17.0,Female,94.0,78.0,31.0,9.0,98.0,1
962,Sai Choudhary,17.0,Male,97.0,69.0,25.0,9.0,70.0,0
963,Riya Bansal,22.0,Female,46.0,74.0,30.0,2.0,,0
964,Vihaan Singh,23.0,Male,91.0,55.0,18.0,16.0,76.0,0
965,Aarav Chopra,23.0,Male,96.0,85.0,8.0,18.0,33.0,0
966,Riya Chopra,17.0,Male,51.0,51.0,28.0,10.0,92.0,0
967,Pihu Das,21.0,Female,55.0,,38.0,17.0,81.0,0
968,Rohan Mishra,22.0,,,81.0,3.0,1.0,39.0,0
969,Pari Kumar,22.0,Female,82.0,65.0,2.0,8.0,57.0,0
970,Myra Saxena,19.0,Female,92.0,67.0,28.0,16.0,35.0,0
971,Rohan Kapoor,24.0,Male,75.0,54.0,10.0,13.0,56.0,0
972,Diya Agarwal,23.0,Male,52.0,85.0,32.0,,41.0,0
973,Aryan Gupta,17.0,Male,46.0,79.0,37.0,16.0,91.0,0
974,Pihu Bose,19.0,Female,75.0,94.0,10.0,16.0,81.0,0
975,Aryan Verma,20.0,Male,86.0,,26.0,11.0,77.0,0
976,Pari Patel,18.0,Female,90.0,72.0,32.0,19.0,96.0,1
977,Pihu Verma,24.0,Female,48.0,83.0,20.0,17.0,,0
978,Ishaan Patel,24.0,Male,71.0,62.0,38.0,2.0,44.0,0
979,Aryan Kapoor,24.0,Male,50.0,92.0,30.0,10.0,65.0,0
980,Ira Bose,,Male,47.0,78.0,37.0,17.0,43.0,0
981,Pari Mehta,20.0,Male,72.0,85.0,1.0,3.0,32.0,0
982,Vivaan Patel,24.0,Male,62.0,71.0,26.0,16.0,96.0,1
983,Aryan Gupta,20.0,Male,64.0,96.0,35.0,17.0,48.0,1
984,Aditya Bansal,21.0,Female,95.0,85.0,10.0,4.0,83.0,0
985,Aadhya Gupta,24.0,Female,47.0,58.0,17.0,13.0,98.0,0
986,Aarav Saxena,18.0,Female,84.0,88.0,0.0,9.0,39.0,0
987,Arjun Kapoor,20.0,Male,61.0,68.0,34.0,14.0,62.0,0
988,Vivaan Sharma,20.0,Female,98.0,87.0,34.0,0.0,42.0,1
989,Ananya Malhotra,18.0,Female,43.0,55.0,30.0,15.0,80.0,0
990,Riya Verma,24.0,Female,79.0,96.0,,10.0,61.0,1
991,Rohan Nair,18.0,Female,42.0,64.0,38.0,19.0,53.0,0
992,Isha Reddy,20.0,Female,68.0,69.0,0.0,5.0,64.0,0
993,Rohan Bose,18.0,Male,80.0,58.0,24.0,15.0,99.0,0
994,Sai Patel,20.0,Male,68.0,,37.0,,69.0,1
995,Pari Bose,20.0,Female,73.0,53.0,19.0,,83.0,0
996,Sai Sharma,21.0,Female,73.0,99.0,2.0,8.0,73.0,0
997,Ira Mehta,17.0,Female,67.0,67.0,1.0,11.0,91.0,0
998,Riya Reddy,20.0,Male,52.0,54.0,17.0,,97.0,0
999,Riya Reddy,24.0,Male,54.0,69.0,9.0,14.0,62.0,0
1000,Vihaan Chopra,19.0,Female,99.0,72.0,,18.0,85.0,0
1001,Krishna Bose,22.0,Male,62.0,60.0,8.0,9.0,65.0,0
1002,Aryan Bose,23.0,Male,83.0,86.0,1.0,11.0,83.0,0
1003,Pihu Gupta,17.0,Female,65.0,71.0,33.0,13.0,48.0,1
1004,Sai Choudhary,17.0,Male,43.0,53.0,37.0,8.0,72.0,0
1005,Ira Malhotra,17.0,Male,65.0,78.0,30.0,12.0,41.0,1
1006,Diya Khanna,,Female,79.0,93.0,9.0,2.0,40.0,0
1007,Myra Khanna,20.0,Male,48.0,83.0,11.0,,99.0,0
1008,Sai Nair,21.0,Male,94.0,62.0,35.0,9.0,41.0,0
1009,Krishna Bansal,20.0,Female,44.0,91.0,20.0,15.0,,0
1010,Ishaan Sharma,24.0,Male,95.0,58.0,5.0,6.0,54.0,0
1011,Pihu Patel,21.0,Male,71.0,91.0,2.0,3.0,32.0,0
1012,Saanvi Kapoor,21.0,Female,59.0,80.0,9.0,19.0,32.0,0
1013,Ira Chopra,22.0,Female,89.0,56.0,4.0,10.0,57.0,0
1014,Rohan Bose,19.0,Female,50.0,53.0,25.0,15.0,52.0,0
1015,Arjun Nair,21.0,Male,54.0,68.0,20.0,19.0,,0
1016,Aditya Malhotra,22.0,Female,71.0,91.0,25.0,3.0,96.0,1
1017,Diya Patel,18.0,Male,67.0,79.0,37.0,,71.0,1
1018,Krishna Bansal,19.0,Female,61.0,80.0,25.0,12.0,69.0,1
1019,Isha Malhotra,24.0,Male,80.0,84.0,7.0,10.0,35.0,0
1020,Ananya Mehta,21.0,Female,56.0,70.0,4.0,2.0,49.0,0
1021,Pihu Kapoor,,Female,98.0,80.0,14.0,8.0,40.0,1
1022,Sai Saxena,17.0,Female,65.0,68.0,15.0,5.0,56.0,0
1023,Ananya Gupta,18.0,Female,83.0,80.0,0.0,10.0,50.0,0
1024,Krishna Sharma,18.0,Male,46.0,81.0,15.0,15.0,42.0,0
1025,Aadhya Sharma,24.0,Female,81.0,51.0,36.0,18.0,64.0,0
1026,Sai Saxena,22.0,Female,96.0,59.0,2.0,4.0,76.0,0
1027,Isha Mishra,,Male,65.0,51.0,30.0,13.0,57.0,0
1028,Aditya Choudhary,19.0,Female,64.0,51.0,12.0,,50.0,0
1029,Ira Nair,21.0,Male,49.0,73.0,,2.0,47.0,0
1030,Krishna Saxena,21.0,Female,98.0,66.0,20.0,3.0,60.0,0
1031,Aditya Bose,23.0,Female,84.0,81.0,1.0,15.0,89.0,0
1032,Aarav Khanna,24.0,Female,58.0,65.0,26.0,15.0,66.0,0
1033,Pihu Mishra,17.0,Male,50.0,65.0,37.0,3.0,50.0,0
1034,Riya Nair,22.0,Female,52.0,95.0,25.0,18.0,43.0,0
1035,Sai Nair,17.0,Female,92.0,,37.0,16.0,89.0,1
1036,Pihu Chopra,18.0,Female,47.0,80.0,24.0,12.0,52.0,0
1037,Aryan Choudhary,24.0,Male,79.0,92.0,10.0,0.0,58.0,0
1038,Pihu Mehta,,Male,43.0,73.0,7.0,11.0,,0
1039,Aditya Saxena,17.0,Female,86.0,50.0,7.0,3.0,59.0,0
1040,Aditya Choudhary,19.0,Male,70.0,60.0,32.0,10.0,67.0,0
1041,Aarav Singh,21.0,Female,67.0,70.0,6.0,,,0
1042,Rohan Saxena,18.0,Female,50.0,53.0,37.0,1.0,44.0,0
1043,Riya Verma,23.0,Female,82.0,56.0,20.0,16.0,88.0,0
1044,Aarav Chopra,17.0,Female,40.0,75.0,7.0,7.0,32.0,0
1045,Ira Patel,,,,96.0,20.0,,39.0,1
1046,Krishna Mehta,,Female,86.0,99.0,19.0,8.0,,1
1047,Aditya Das,19.0,Female,91.0,61.0,7.0,12.0,40.0,0
1048,Saanvi Malhotra,17.0,Male,77.0,80.0,30.0,10.0,,1
1049,Arjun Sharma,21.0,Male,63.0,66.0,28.0,15.0,34.0,0
1050,Ananya Agarwal,17.0,,,82.0,8.0,15.0,98.0,0
1051,Arjun Kumar,18.0,Male,99.0,60.0,14.0,1.0,93.0,0
1052,Sai Verma,17.0,Male,96.0,77.0,29.0,9.0,43.0,1
1053,Ananya Patel,19.0,Male,86.0,81.0,25.0,11.0,79.0,1
1054,Saanvi Choudhary,23.0,Male,70.0,50.0,9.0,7.0,55.0,0
1055,Riya Saxena,17.0,Female,80.0,96.0,,10.0,98.0,1
1056,Vihaan Patel,21.0,Female,85.0,77.0,15.0,9.0,36.0,1
1057,Ira Verma,24.0,Female,89.0,91.0,35.0,,45.0,1
1058,Vivaan Verma,23.0,Female,65.0,,19.0,16.0,84.0,0
1059,Rohan Choudhary,22.0,Male,88.0,51.0,36.0,6.0,85.0,0
1060,Myra Patel,20.0,Male,89.0,91.0,21.0,2.0,33.0,1
1061,Rohan Nair,17.0,Female,44.0,73.0,6.0,19.0,77.0,0
1062,Sai Saxena,21.0,Female,59.0,53.0,22.0,12.0,46.0,0
1063,Vihaan Kumar,23.0,Male,91.0,93.0,39.0,18.0,65.0,1
1064,Diya Kumar,21.0,Female,80.0,68.0,28.0,6.0,99.0,0
1065,Pihu Patel,22.0,Female,50.0,75.0,15.0,8.0,67.0,0
1066,Ishaan Malhotra,19.0,Female,95.0,60.0,37.0,18.0,91.0,0
1067,Aryan Sharma,21.0,Female,93.0,89.0,27.0,12.0,77.0,1
1068,Pari Singh,23.0,Male,72.0,99.0,37.0,7.0,39.0,1
1069,Ananya Patel,21.0,Female,89.0,92.0,30.0,17.0,65.0,1
1070,Pihu Saxena,21.0,Female,77.0,60.0,13.0,1.0,58.0,0
1071,Saanvi Verma,21.0,Male,66.0,94.0,32.0,17.0,33.0,1
1072,Isha Kumar,18.0,Male,73.0,52.0,8.0,17.0,73.0,0
1073,Vivaan Gupta,18.0,Female,54.0,61.0,26.0,10.0,85.0,0
1074,Riya Sharma,19.0,Male,71.0,52.0,23.0,0.0,,0
